ticker,market_cap_mil_jpy,shares_outstanding,dividend_yield_pct,dividend_per_share_yen,per,pbr,eps_yen,bps_yen,roe_pct,equity_ratio_pct,min_lot_price_yen,trading_unit_shares,ytd_high_yen,ytd_high_date,ytd_low_yen,ytd_low_date,asof_date
6533.T,7807,10034200,1.54,12.0,18.87,1.34,41.22,579.13,5.93,44.3,77800,100,914,2025-03-28,587,2025-04-07,2025-10-24
6535.T,34888,58147188,4.5,27.0,10.78,2.08,55.67,288.28,18.68,59.3,60000,100,726,2025-09-11,441,2025-04-07,2025-10-24
6538.T,6635,20996400,2.22,7.0,18.91,2.96,16.71,106.59,9.85,58.0,31600,100,369,2025-10-07,123,2025-04-07,2025-10-24
6539.T,25147,24996600,5.57,56.0,23.56,2.96,42.7,339.49,10.37,89.2,100600,100,1120,2025-01-08,845,2025-04-07,2025-10-24
6540.T,20366,10747058,3.96,75.0,13.92,1.47,136.16,1286.05,11.59,58.4,189500,100,2000,2025-09-26,1190,2025-04-07,2025-10-24
6544.T,335783,178134400,,,55.95,17.86,33.69,105.54,30.31,56.4,188500,100,2158,2025-07-14,1242,2025-03-11,2025-10-24
6546.T,6452,5367800,2.66,32.0,13.73,0.95,87.56,1267.22,6.98,54.7,120200,100,1220,2025-09-29,1040,2025-01-30,2025-10-24
6547.T,32891,13878263,1.69,40.0,9.04,4.02,262.21,589.77,58.44,34.6,237000,100,2772,2025-09-09,1955,2025-01-06,2025-10-24
6551.T,6954,8692622,1.75,14.0,11.3,3.4,70.8,235.25,21.67,35.7,80000,100,934,2025-08-28,439,2025-04-07,2025-10-24
6552.T,3743,18348200,0.0,0.0,,1.33,0.0,153.47,-8.4,79.9,20400,100,269,2025-02-13,162,2025-04-11,2025-10-24
6555.T,1834,4597400,0.0,0.0,11.05,0.62,36.1,642.38,-10.14,76.6,39900,100,480,2025-03-26,359,2025-05-02,2025-10-24
6560.T,10940,4723775,1.51,35.0,16.27,2.34,142.31,990.38,24.48,39.1,231600,100,2770,2025-02-13,1580,2025-04-07,2025-10-24
6564.T,52770,27773500,0.95,18.0,17.94,3.34,105.93,568.68,20.32,54.1,190000,100,2420,2025-04-22,1518,2025-01-09,2025-10-24
6571.T,18647,13253100,2.84,40.0,13.25,1.26,106.21,1113.9,7.08,42.9,140700,100,1420,2025-10-22,959,2025-01-17,2025-10-24
6572.T,21204,62549000,1.33,4.5,38.83,1.78,8.73,190.49,3.68,60.0,33900,100,418,2025-08-22,188,2025-01-06,2025-10-24
6584.T,35331,37112000,2.94,28.0,18.94,0.79,50.27,1203.14,1.66,37.8,95200,100,999,2025-09-17,496,2025-04-07,2025-10-24
6586.T,1381046,280017520,,,24.44,1.43,201.83,3439.11,8.84,83.7,493200,100,5539,2025-03-18,3674,2025-04-07,2025-10-24
6588.T,176921,57629140,,,,1.58,0.0,1938.56,30.53,31.2,307000,100,3625,2025-01-06,2006,2025-04-07,2025-10-24
6590.T,233610,13971900,1.2,200.0,29.24,4.74,571.85,3528.73,24.0,49.7,1672000,100,19090,2025-10-16,5060,2025-04-07,2025-10-24
6592.T,342364,130324924,2.97,78.0,19.9,1.07,131.99,2454.75,4.11,90.0,262700,100,2627,2025-10-24,1984,2025-04-09,2025-10-24
6594.T,2933720,1192568936,,,,1.64,,1497.98,9.81,51.8,246000,100,3296,2025-08-25,1862,2025-04-09,2025-10-24
6615.T,7889,28277620,3.58,10.0,7.85,0.52,35.54,534.44,-14.36,20.7,27900,100,395,2025-05-15,220,2025-04-07,2025-10-24
6616.T,17759,11554200,3.64,56.0,54.41,0.96,28.25,1601.95,-12.43,51.8,153700,100,1803,2025-09-25,919,2025-04-07,2025-10-24
6617.T,53468,16276305,2.25,74.0,13.52,0.86,243.0,3827.54,6.42,53.6,328500,100,3285,2025-09-11,1740,2025-04-07,2025-10-24
6619.T,13751,55225600,0.0,0.0,,0.3,-132.91,821.79,-7.2,82.5,24900,100,299,2025-06-12,174,2025-04-07,2025-10-24
6620.T,37734,40014943,0.0,0.0,221.88,1.46,4.25,646.25,1.42,91.2,94300,100,1949,2025-01-06,897,2025-04-07,2025-10-24
6622.T,243968,25203291,1.74,168.0,17.8,1.66,543.83,5818.57,8.78,47.7,968000,100,9890,2025-10-21,4980,2025-04-07,2025-10-24
6630.T,45921,58348880,1.14,9.0,173.35,1.74,4.54,451.21,2.77,88.0,78700,100,926,2025-04-21,668,2025-01-17,2025-10-24
6632.T,199506,164000201,1.48,18.0,12.81,1.43,94.98,847.95,16.9,39.9,121650,100,1832,2025-01-30,901,2025-04-07,2025-10-24
6638.T,55365,32040000,2.89,50.0,8.47,1.53,204.04,1128.74,20.71,42.3,172800,100,2237,2025-07-24,1141,2025-04-07,2025-10-24
6640.T,55008,18722800,,,,0.88,,3349.35,2.04,66.2,293800,100,2962,2024-12-20,1326,2024-08-05,2025-03-07
6644.T,59116,46917180,2.78,35.0,15.77,1.11,79.89,1133.18,6.89,51.9,126000,100,1360,2025-08-29,676,2025-04-07,2025-10-24
6645.T,916140,206244872,2.34,104.0,30.16,1.13,147.28,3945.29,2.09,56.7,444200,100,5336,2025-01-06,3503,2025-07-07,2025-10-24
6651.T,145649,40458000,3.44,124.0,14.53,1.23,247.79,2935.51,10.82,62.6,360000,100,3725,2025-09-26,2681,2025-04-07,2025-10-24
6652.T,76115,31374485,5.36,130.0,20.74,1.14,116.96,2133.72,2.76,58.9,242600,100,2666,2025-03-18,2003,2025-04-11,2025-10-24
6653.T,25661,13908595,2.71,50.0,12.78,1.49,144.42,1238.33,10.56,52.4,184500,100,1880,2025-10-06,954,2025-04-07,2025-10-24
6654.T,7148,6469000,2.9,32.0,28.75,0.57,38.44,1952.78,2.31,92.5,110500,100,1154,2025-01-29,939,2025-04-07,2025-10-24
6674.T,404799,100446442,1.99,80.0,12.25,1.17,329.01,3448.24,8.99,50.0,403000,100,4055,2025-10-24,1944,2025-04-07,2025-10-24
6675.T,34035,6244962,4.4,240.0,21.03,1.04,259.11,5237.26,11.84,68.1,545000,100,5450,2025-10-24,2664,2025-04-07,2025-10-24
6676.T,46400,12800000,2.21,80.0,15.82,1.11,229.13,3251.41,11.02,58.7,362500,100,3780,2025-10-09,1750,2025-04-07,2025-10-24
6678.T,16907,8760000,3.52,68.0,12.15,0.96,158.82,2012.79,7.12,80.2,193000,100,2101,2025-09-25,1580,2025-04-07,2025-10-24
6699.T,5228,9252901,4.42,25.0,19.0,0.44,29.74,1298.26,3.82,14.4,56500,100,650,2025-03-27,451,2025-04-07,2025-10-24
6701.T,6929022,1364249315,0.63,32.0,,3.58,,1420.65,9.06,45.2,507900,100,5123,2025-10-24,2497,2025-01-17,2025-10-24
6702.T,8011047,2071108450,0.78,30.0,17.63,3.64,219.43,1062.83,12.58,49.8,386800,100,4008,2025-10-09,2514,2025-04-07,2025-10-24
6703.T,156032,87217602,2.79,50.0,11.08,1.11,161.43,1618.34,8.7,35.4,178900,100,1817,2025-10-24,777,2025-04-07,2025-10-24
6706.T,20874,10900000,4.18,80.0,29.07,0.49,65.88,3910.75,2.09,68.8,191500,100,2282,2025-08-14,1576,2025-02-26,2025-10-24
6707.T,188988,25098060,0.0,0.0,,1.2,-198.51,6250.0,38.18,56.9,753000,100,9067,2025-08-14,5640,2025-01-17,2025-10-24
6715.T,12174,4794963,0.0,0.0,,0.72,,3502.31,0.09,74.9,253900,100,2608,2025-04-15,998,2025-01-30,2025-06-12
6718.T,50168,17640000,4.57,130.0,12.58,0.71,226.08,4014.82,5.5,86.7,284400,100,2954,2025-09-26,2174,2025-04-07,2025-10-24
6723.T,3448479,1870614885,,,,1.64,,1122.9,9.65,56.5,184350,100,2750,2025-02-20,1320,2025-04-07,2025-10-24
6724.T,750508,373573152,3.68,74.0,15.7,0.82,127.99,2463.96,6.83,55.3,200900,100,2851,2025-01-06,1798,2025-06-23,2025-10-24
6727.T,114075,135000000,2.6,22.0,13.37,3.79,63.19,222.94,15.63,43.6,84500,100,869,2025-10-06,449,2025-04-07,2025-10-24
6728.T,344011,49355938,2.35,164.0,17.16,1.54,406.15,4537.99,7.52,59.6,697000,100,6978,2025-10-24,3915,2025-04-07,2025-10-24
6730.T,14755,11211989,3.72,49.0,13.73,1.09,95.83,1207.29,7.63,85.6,131600,100,1375,2025-09-24,895,2025-06-13,2025-10-24
6737.T,96761,43962320,5.0,110.0,20.59,0.74,106.9,2977.97,3.27,78.8,220100,100,2295,2025-09-09,1773,2025-04-07,2025-10-24
6740.T,73727,3880388022,0.0,0.0,,,,-3.4,-169.91,4.5,1900,100,33,2025-09-17,14,2025-04-07,2025-10-24
6741.T,86245,68339704,3.41,43.0,10.49,0.77,120.25,1631.3,8.53,61.7,126200,100,1333,2025-10-01,781,2025-04-07,2025-10-24
6742.T,33559,62844251,4.31,23.0,9.54,0.67,55.98,799.08,9.44,41.0,53400,100,548,2025-09-09,393,2025-04-07,2025-10-24
6744.T,218998,60832771,2.78,100.0,18.26,1.68,197.1,2141.58,8.79,77.2,360000,100,4235,2025-08-08,2723,2025-04-07,2025-10-24
6745.T,104676,26400000,2.02,80.0,13.7,1.67,289.52,2372.71,13.68,65.9,396500,100,4225,2025-09-11,2030,2025-04-07,2025-10-24
6748.T,10776,13238700,2.21,18.0,8.48,0.6,95.96,1348.87,8.22,56.8,81400,100,847,2025-10-09,462,2025-04-07,2025-10-24
6750.T,173561,92221420,2.76,52.0,14.16,1.77,132.93,1063.59,11.01,71.9,188200,100,2056,2025-08-12,1421,2025-01-15,2025-10-24
6752.T,4513874,2454526297,2.18,40.0,13.85,0.94,132.79,1966.12,7.93,50.2,183900,100,1919,2025-02-18,1364,2025-04-07,2025-10-24
6753.T,562797,650406638,,,17.56,3.25,49.28,266.49,24.41,10.5,86530,100,1030,2025-02-13,635,2025-07-10,2025-10-24
6754.T,252719,135870594,2.15,40.0,21.68,1.97,85.8,942.36,7.41,77.8,186000,100,2034,2025-09-22,1145,2025-04-07,2025-10-24
6755.T,306120,109406661,,,,2.17,,1289.04,-2.89,47.9,279800,100,2807,2025-05-08,2263,2025-01-06,2025-08-18
6758.T,26917721,6149810645,0.51,22.42,34.17,3.99,128.08,1097.03,14.48,23.2,437700,100,4648,2025-10-09,2882,2025-04-07,2025-10-24
6762.T,4915050,1943859885,1.19,30.0,35.54,2.7,71.14,936.42,9.53,50.8,252850,100,2528,2025-10-24,1165,2025-04-07,2025-10-24
6763.T,26217,9856107,3.76,100.0,19.28,0.93,138.0,2867.29,7.36,83.1,266000,100,2676,2025-10-23,1855,2025-04-07,2025-10-24
6768.T,43869,82771473,1.89,10.0,27.01,0.7,19.62,753.82,4.59,51.3,53000,100,642,2025-02-06,374,2025-04-07,2025-10-24
6770.T,422446,219281450,3.11,60.0,71.86,0.98,26.81,1960.42,9.4,55.9,192650,100,1970,2025-10-10,1195,2025-04-07,2025-10-24
6771.T,4401,7285746,2.48,15.0,19.36,0.3,31.2,1987.57,1.72,47.4,60400,100,698,2025-03-21,510,2025-04-07,2025-10-24
6779.T,27060,23128605,2.56,30.0,20.75,0.92,56.38,1266.99,6.34,40.8,117000,100,1234,2025-10-21,613,2025-04-07,2025-10-24
6785.T,32295,14404400,3.93,88.0,11.56,1.2,193.97,1875.64,10.59,67.7,224200,100,2257,2025-10-06,1289,2025-04-07,2025-10-24
6787.T,266157,26803320,0.91,90.0,14.16,2.38,701.47,4165.72,14.46,42.2,993000,100,10330,2025-09-19,4545,2025-04-07,2025-10-24
6788.T,41682,8656780,2.7,130.0,16.03,1.59,300.41,3020.09,9.68,67.8,481500,100,4855,2025-10-23,3340,2025-04-07,2025-10-24
6794.T,66050,25000000,2.65,70.0,14.75,0.99,179.14,2663.6,6.56,57.0,264200,100,2656,2025-10-24,962,2025-04-07,2025-10-24
6798.T,17114,7200000,4.21,100.0,25.1,0.54,94.69,4414.83,-6.14,50.7,237700,100,3025,2025-01-29,1989,2025-04-07,2025-10-24
6800.T,37087,23849878,3.09,48.0,22.65,0.71,68.64,2201.91,4.36,68.1,155500,100,1812,2025-01-07,1018,2025-04-09,2025-10-24
6803.T,2806,28931713,1.03,1.0,27.95,0.88,3.47,109.85,2.27,32.9,9700,100,125,2025-05-27,59,2025-04-07,2025-10-24
6804.T,146802,60164784,2.05,50.0,10.99,0.89,222.06,2729.16,7.29,70.1,244000,100,2458,2025-10-07,1615,2025-04-07,2025-10-24
6806.T,723874,35693969,2.42,490.0,24.51,1.83,827.53,11057.88,9.0,88.8,2028000,100,20375,2025-10-24,14590,2025-04-09,2025-10-24
6807.T,196144,70302608,2.15,60.0,14.46,1.42,192.88,1971.47,8.91,62.0,279000,100,3015,2025-01-06,2119,2025-04-09,2025-10-24
6809.T,45777,34136635,3.13,42.0,14.66,0.84,91.45,1587.76,4.92,72.1,134100,100,1368,2025-10-23,797,2025-04-07,2025-10-24
6810.T,103820,46956200,2.26,50.0,13.62,1.04,162.32,2125.51,4.42,55.5,221100,100,2224,2025-10-24,1476,2025-04-07,2025-10-24
6814.T,298214,31894554,1.6,150.0,19.06,3.7,490.49,2526.35,17.2,58.4,935000,100,9390,2025-10-24,1803,2025-04-07,2025-10-24
6817.T,37479,33108217,4.68,53.0,11.69,0.66,96.81,1718.09,1.04,39.6,113200,100,1142,2025-10-24,757,2025-04-07,2025-10-24
6820.T,44773,14850000,3.18,96.0,12.62,0.65,238.99,4648.87,4.43,91.2,301500,100,3150,2025-10-07,2346,2025-04-09,2025-10-24
6823.T,32363,12347700,2.67,70.0,10.25,1.02,255.7,2566.46,9.43,80.3,262100,100,2830,2025-01-31,1952,2025-04-07,2025-10-24
6841.T,1231912,268624510,1.4,64.0,22.4,2.52,204.7,1817.33,11.53,65.1,458600,100,4640,2025-10-22,2448,2025-04-07,2025-10-24
6844.T,35979,10338884,1.87,65.0,11.58,0.55,300.48,6384.85,-3.55,48.5,348000,100,3495,2025-10-24,1625,2025-04-09,2025-10-24
6845.T,764689,541372736,1.84,26.0,23.44,3.18,60.26,444.63,17.86,75.3,141250,100,1529,2025-08-28,990,2025-04-07,2025-10-24
6848.T,16541,19880620,2.64,22.0,14.19,0.76,58.65,1097.12,5.03,76.5,83200,100,859,2025-09-25,710,2025-04-07,2025-10-24
6849.T,308843,170961960,1.77,32.0,19.64,1.68,91.99,1078.25,7.82,69.5,180650,100,2465,2025-02-06,1597,2025-08-22,2025-10-24
6850.T,25465,18520232,3.09,42.5,11.69,1.08,117.59,1271.19,9.43,58.2,137500,100,1400,2025-09-24,810,2025-04-07,2025-10-24
6853.T,19332,27775900,2.87,20.0,17.02,1.02,40.89,681.47,5.96,75.3,69600,100,758,2025-09-17,389,2025-01-17,2025-10-24
6855.T,48576,12666510,1.3,50.0,19.38,1.73,197.92,2220.33,13.14,70.0,383500,100,3965,2025-10-20,1252,2025-04-07,2025-10-24
6856.T,566559,42233252,2.16,290.0,15.64,1.8,857.81,7459.43,11.25,65.2,1341500,100,13500,2025-10-07,7858,2025-04-07,2025-10-24
6857.T,13085693,766141256,,,56.47,21.76,302.44,784.76,34.38,59.3,1708000,100,18830,2025-10-07,4703,2025-04-07,2025-10-24
6858.T,7637,12200000,3.19,20.0,11.8,0.42,53.03,1479.35,9.91,73.3,62600,100,628,2025-10-24,411,2025-04-07,2025-10-24
6859.T,82403,23781394,3.32,115.0,12.22,1.36,283.53,2539.87,10.97,74.7,346500,100,3600,2025-10-07,1920,2025-04-07,2025-10-24
6861.T,14833237,243207684,0.57,350.0,,4.68,,13041.32,13.48,94.5,6099000,100,69490,2025-01-29,49780,2025-04-07,2025-10-24
6866.T,84847,14024365,3.31,200.0,14.02,2.01,431.45,3008.83,16.08,82.7,605000,100,8190,2025-01-27,5260,2025-07-15,2025-10-24
6869.T,1133064,629480076,2.11,38.0,19.69,2.43,91.4,739.79,11.98,69.7,180000,100,3063,2025-01-29,1757,2025-10-16,2025-10-24
6871.T,299790,40025316,0.96,72.0,31.49,5.58,237.83,1341.49,19.4,62.1,749000,100,7700,2025-10-20,2482,2025-04-07,2025-10-24
6875.T,159437,20652400,1.81,140.0,32.57,0.96,237.04,8061.3,4.88,78.6,772000,100,8790,2025-10-02,3695,2025-04-07,2025-10-24
6877.T,89112,20869380,3.51,150.0,10.54,0.92,405.15,4662.47,9.1,73.1,427000,100,4455,2025-09-16,3015,2025-04-07,2025-10-24
6879.T,35391,44741467,,,,1.04,,759.22,-10.27,42.8,79100,100,797,2025-07-02,453,2025-04-07,2025-09-26
6901.T,4456,4322000,3.1,32.0,11.71,0.36,88.07,2846.92,1.89,50.1,103100,100,1119,2025-09-08,682,2025-04-07,2025-10-24
6902.T,6655955,2910979691,2.8,64.0,12.35,1.31,185.16,1749.06,7.97,61.3,228650,100,2313,2025-10-22,1568,2025-04-07,2025-10-24
6904.T,10248,21758000,1.59,7.5,49.79,0.77,9.46,613.26,1.31,34.4,47100,100,528,2025-02-10,403,2025-04-07,2025-10-24
6905.T,51194,41186100,4.42,55.0,26.81,0.93,46.36,1341.7,-0.22,93.1,124300,100,1280,2025-09-18,916,2025-04-07,2025-10-24
6908.T,76073,24460879,3.54,110.0,17.03,0.98,182.64,3172.57,3.63,77.3,311000,100,3145,2025-09-12,2254,2025-04-07,2025-10-24
6914.T,89434,37735784,2.11,50.0,14.31,1.64,165.65,1444.22,12.16,68.2,237000,100,2382,2025-10-24,1350,2025-04-09,2025-10-24
6915.T,37154,11628929,,,12.23,0.81,261.31,3949.47,8.04,81.0,319500,100,3390,2025-09-22,2264,2025-04-07,2025-10-24
6920.T,2044129,94286400,1.52,329.0,32.59,9.32,665.26,2327.06,46.88,63.7,2168000,100,22310,2025-09-24,10245,2025-04-07,2025-10-24
6923.T,474392,152000000,2.95,92.0,17.36,0.97,179.73,3211.8,6.35,64.8,312100,100,3129,2025-10-23,2396,2025-04-09,2025-10-24
6925.T,229215,92500000,2.82,70.0,31.22,1.14,79.38,2167.96,3.11,67.4,247800,100,2478,2025-10-24,1526,2025-04-11,2025-10-24
6926.T,4676,22921562,,,36.56,0.7,5.58,289.71,-21.17,50.3,20400,100,226,2025-01-07,165,2025-04-07,2025-10-24
6927.T,19910,22806900,5.15,45.0,19.8,1.03,44.08,847.49,4.51,76.1,87300,100,982,2025-01-06,743,2025-04-07,2025-10-24
6928.T,11541,6865360,4.22,71.0,15.31,0.51,109.79,3325.81,2.09,66.7,168100,100,1754,2025-09-16,1051,2025-04-07,2025-10-24
6929.T,97216,27231257,3.5,125.0,12.41,1.7,287.76,2100.66,8.29,85.5,357000,100,3615,2025-10-07,2344,2025-01-14,2025-10-24
6932.T,34488,14776321,3.6,84.0,8.41,0.79,277.55,2952.08,11.62,65.1,233400,100,2519,2025-07-10,1130,2025-04-07,2025-10-24
6937.T,45690,32800000,,,11.25,1.16,123.87,1201.25,5.87,58.0,139300,100,1399,2025-09-04,1370,2025-04-09,2025-10-24
6941.T,83717,21829775,2.35,90.0,12.89,1.8,297.45,2134.13,13.5,74.0,383500,100,3970,2025-10-07,1650,2025-04-07,2025-10-24
6947.T,106465,22249804,2.09,100.0,23.24,2.63,205.86,1820.01,13.0,63.1,478500,100,5870,2025-07-31,4050,2025-01-10,2025-10-24
6951.T,267301,51532800,2.04,106.0,14.74,1.93,351.97,2687.52,14.26,61.4,518700,100,6045,2025-01-24,3810,2025-04-07,2025-10-24
6952.T,295131,237720914,,,18.87,1.3,65.78,951.79,3.58,66.0,124150,100,1310,2025-01-31,1028,2025-06-05,2025-10-24
6954.T,4795996,982383493,,,31.86,2.66,153.25,1834.45,8.6,89.0,488200,100,4940,2025-10-24,3038,2025-04-09,2025-10-24
6958.T,28163,71298100,2.53,10.0,14.07,0.38,28.07,1041.71,5.05,53.3,39500,100,547,2025-02-10,310,2025-06-23,2025-10-24
6961.T,64724,9732897,1.2,80.0,27.98,1.07,237.69,6210.44,7.36,88.0,665000,100,6800,2025-10-24,3240,2025-04-07,2025-10-24
6962.T,19605,32138881,4.59,28.0,38.78,0.53,15.73,1140.4,0.75,41.2,61000,100,657,2025-01-22,447,2025-04-07,2025-10-24
6963.T,947625,403760000,2.13,50.0,129.38,1.03,18.14,2283.35,-5.39,61.7,234700,100,2428,2025-10-21,1069,2025-04-09,2025-10-24
6965.T,543742,319191114,2.23,38.0,36.58,1.63,46.57,1042.88,7.74,76.2,170350,100,1954,2025-01-27,1116,2025-04-09,2025-10-24
6966.T,154513,197334325,2.3,18.0,20.44,1.31,38.3,596.38,11.83,49.2,78300,100,958,2025-01-23,513,2025-04-07,2025-10-24
6967.T,797514,135171942,,,,2.81,,2097.3,6.52,71.4,590000,100,10495,2025-04-04,5685,2025-01-06,2025-06-05
6971.T,3266401,1510474320,2.31,50.0,43.22,0.93,50.04,2334.62,0.75,71.3,216250,100,2164,2025-10-24,1484,2025-04-09,2025-10-24
6973.T,12398,3162635,0.0,0.0,13.88,0.63,282.51,6186.32,9.35,50.2,392000,100,3995,2025-06-04,1961,2025-04-07,2025-10-15
6976.T,506420,130218481,2.31,90.0,60.63,1.55,64.14,2511.25,0.72,55.6,388900,100,3889,2025-10-24,1740,2025-04-09,2025-10-24
6981.T,5924340,1963001843,1.99,60.0,31.58,2.21,95.56,1365.8,9.1,85.2,301800,100,3019,2025-10-24,1826,2025-05-01,2025-10-24
6986.T,29317,42426739,1.45,10.0,18.32,0.38,37.72,1814.78,-0.36,76.3,69100,100,771,2025-06-13,426,2025-04-09,2025-10-24
6988.T,2756367,706760750,1.54,60.0,21.38,2.61,182.4,1495.31,13.53,79.0,390000,100,4026,2025-10-10,2254,2025-04-09,2025-10-24
6989.T,18801,8450099,4.04,90.0,14.57,0.8,152.73,2768.54,10.25,52.6,222500,100,2517,2025-06-11,1290,2025-04-07,2025-10-24
6995.T,240397,89234171,3.53,95.0,16.37,0.72,164.55,3717.16,8.77,61.9,269400,100,2814,2025-09-12,1859,2025-04-07,2025-10-24
6996.T,106820,70000000,2.36,36.0,17.08,0.93,89.34,1642.92,5.31,57.3,152600,100,1538,2025-10-24,978,2025-04-07,2025-10-24
6997.T,36579,22440854,1.23,20.0,7.9,0.65,206.3,2499.24,0.07,34.5,163000,100,1665,2025-09-30,714,2025-04-07,2025-10-24
6999.T,56370,37479724,1.99,30.0,25.97,0.7,57.91,2143.3,0.33,55.3,150400,100,1531,2025-10-24,727,2025-04-07,2025-10-24
7003.T,579415,103098717,0.53,30.0,28.35,3.2,198.23,1757.55,25.06,37.8,562000,100,5730,2025-10-24,1141,2025-04-07,2025-10-24
7004.T,194726,170214843,2.19,25.0,12.03,1.06,95.13,1077.39,12.56,31.1,114400,100,1172,2025-10-24,749,2025-04-07,2025-10-24
7011.T,14931765,3373647810,0.54,24.0,64.62,6.26,68.49,707.5,10.69,35.2,442600,100,4516,2025-10-24,1978,2025-02-25,2025-10-24
7012.T,1945374,167921800,1.29,150.0,23.61,2.63,490.62,4403.07,13.16,23.3,1158500,100,11605,2025-10-24,5980,2025-04-07,2025-10-24
7013.T,3361969,1082759678,0.64,20.0,27.41,6.71,113.26,462.95,26.29,21.5,310500,100,3160,2025-10-09,1140,2025-01-10,2025-10-24
7014.T,350852,69475551,0.79,40.0,23.36,3.2,216.21,1578.15,28.55,50.0,505000,100,5110,2025-10-24,1555,2025-04-07,2025-10-24
7022.T,9838,33924582,,,13.76,1.02,21.07,285.49,12.42,36.6,29000,100,301,2025-06-30,145,2025-01-17,2025-10-24
7030.T,24504,17978250,2.79,38.0,28.23,2.6,48.28,525.2,5.21,46.5,136300,100,1460,2025-09-19,767,2025-04-07,2025-10-24
7033.T,23742,16849900,2.27,32.0,12.3,3.98,114.55,354.23,,70.4,140900,100,2400,2025-05-20,1333,2025-10-14,2025-10-24
7034.T,6337,11195900,0.0,0.0,,0.89,-37.18,632.72,5.18,48.2,56600,100,805,2025-09-08,281,2025-04-07,2025-10-24
7035.T,2534,11261970,0.0,0.0,,2.86,0.0,78.79,-36.75,43.9,22500,100,457,2025-06-27,180,2025-04-07,2025-10-24
7037.T,4231,4701300,1.11,10.0,27.41,2.25,32.83,400.12,-23.43,17.8,90000,100,1311,2025-09-24,385,2025-04-07,2025-10-24
7038.T,8248,11816861,,,82.02,3.56,8.51,196.14,-21.89,18.6,69800,100,816,2025-02-12,565,2025-04-07,2025-10-24
7044.T,4449,7366660,,,20.21,7.1,29.88,85.09,-23.46,10.4,60400,100,750,2025-06-02,195,2025-04-07,2025-10-24
7059.T,43160,40000000,3.71,40.0,16.66,5.21,64.78,207.14,22.32,63.2,107900,100,1203,2025-09-26,654,2025-04-07,2025-10-24
7060.T,6591,10330469,3.13,20.0,13.91,2.38,45.88,268.43,1.76,37.5,63800,100,713,2025-08-25,350,2025-04-07,2025-10-24
7071.T,55826,98112000,0.7,4.0,15.42,1.56,36.9,363.71,24.9,46.3,56900,100,845,2025-08-14,372,2025-04-07,2025-10-24
7085.T,72270,93857493,3.25,25.0,15.08,3.52,51.05,218.99,21.75,51.4,77000,100,867,2025-09-09,547,2025-04-07,2025-10-24
7088.T,67415,53419200,4.95,62.5,19.52,5.52,64.65,228.44,22.29,68.8,126200,100,1360,2025-09-02,833,2025-04-07,2025-10-24
7092.T,32474,18771180,2.6,45.0,16.52,2.32,104.75,744.9,15.12,63.4,173000,100,1958,2025-08-25,1210,2025-04-07,2025-10-24
7095.T,29763,14654272,2.71,55.0,7.49,2.25,270.99,903.11,26.2,52.2,203100,100,3510,2025-02-18,2005,2025-09-16,2025-10-24
7102.T,45566,14675012,1.29,40.0,6.79,0.68,457.39,4562.81,10.11,49.3,310500,100,3105,2025-09-22,1701,2025-04-07,2025-10-24
7105.T,165449,106810013,0.0,0.0,15.02,1.38,103.12,1120.08,7.21,24.2,154900,100,2234,2025-03-19,1531,2025-10-01,2025-10-24
7122.T,17209,6908359,2.01,50.0,28.57,0.52,87.2,4830.29,1.69,57.1,249100,100,2529,2025-10-06,1256,2025-04-07,2025-10-24
7127.T,4968,7252600,0.0,0.0,27.38,5.56,25.02,123.14,-18.11,15.2,68500,100,735,2025-08-28,600,2025-04-07,2025-10-24
7128.T,57830,25143642,4.39,101.0,22.12,0.77,103.98,2984.8,6.4,59.9,230000,100,2554,2025-01-06,2015,2025-04-07,2025-10-24
7130.T,73359,27766452,2.65,70.0,7.33,0.82,360.67,3221.61,9.51,22.3,264200,100,2963,2025-09-26,1839,2025-01-14,2025-10-24
7135.T,8365,37341680,1.34,3.0,46.96,2.26,4.77,98.99,-7.74,31.8,22400,100,261,2025-06-19,128,2025-01-17,2025-10-24
7148.T,195765,83803600,5.58,130.4,8.93,3.72,261.67,628.58,42.01,23.1,233600,100,2905,2025-01-07,1700,2025-04-07,2025-10-24
7150.T,4158,8416000,2.02,10.0,10.98,0.28,45.0,1790.67,3.63,2.6,49400,100,539,2025-10-08,412,2025-04-07,2025-10-24
7161.T,10817,26840263,1.24,5.0,6.34,0.13,63.55,3143.69,1.88,3.3,40300,100,483,2025-08-20,263,2025-04-07,2025-10-24
7164.T,442708,137743580,3.58,115.0,13.88,1.89,231.56,1699.3,13.84,48.5,321400,100,3582,2025-09-11,2658,2025-01-17,2025-10-24
7167.T,863525,947055218,2.63,24.0,12.45,0.89,73.24,1028.15,5.96,4.5,91180,100,964,2025-09-26,518,2025-04-07,2025-10-24
7172.T,114356,61022353,4.64,87.0,10.8,1.6,173.44,1168.71,14.04,27.3,187400,100,2050,2025-09-12,1108,2025-01-16,2025-10-24
7173.T,220374,30650115,2.36,170.0,6.59,0.57,1091.8,12550.05,8.52,5.2,719000,100,7440,2025-10-09,4245,2025-04-07,2025-10-24
7180.T,399337,463375978,3.02,26.0,11.13,0.52,77.43,1654.76,4.28,5.3,86180,100,922,2025-09-26,520,2025-04-07,2025-10-24
